Tracking ID,Cod Value,Creation Datetime,Delivery Success Datetime,Delivery Success Hub ID,From Address2,Granular Status,pickup hub id,To Address2,Shop Name,Rider Name
I000000207,1520000,02-07-2022 16:25,05-07-2022 16:55,205,,Completed,789,,S_Hoa Ban Trắng Shop,205-NEXT-PT N
I000000207,1520000,02-07-2022 16:25,05-07-2022 16:55,205,,Completed,789,,S_Hoa Ban Trắng Shop,205-NEXT-PT N
I000000209,1360000,04-07-2022 16:23,07-07-2022 15:21,103440,,Completed,789,,S_Hoa Ban Trắng Shop,103440-NEXT-T
I000000209,1360000,04-07-2022 16:23,07-07-2022 15:21,103440,,Completed,789,,S_Hoa Ban Trắng Shop,103440-NEXT-T
N000000091,890000,01-07-2022 12:50,04-07-2022 12:31,205,,Completed,1231," , Quận Bình Tân , Hồ Chí Minh",S_HN_S_Hà Linh Store,205-NEXT-LV G
N000000091,890000,01-07-2022 12:50,04-07-2022 12:31,205,,Completed,1231," , Quận Bình Tân , Hồ Chí Minh",S_HN_S_Hà Linh Store,205-NEXT-LV G
N000000089,890000,01-07-2022 12:45,04-07-2022 09:36,236,,Completed,1231," , Quận 3 , Hồ Chí Minh",S_HN_S_Hà Linh Store,236-NEXT-TC T
N000000089,890000,01-07-2022 12:45,04-07-2022 09:36,236,,Completed,1231," , Quận 3 , Hồ Chí Minh",S_HN_S_Hà Linh Store,236-NEXT-TC T
N000000089,890000,01-07-2022 12:45,04-07-2022 09:36,236,,Completed,1231," , Quận 3 , Hồ Chí Minh",S_HN_S_Hà Linh Store,236-NEXT-TC T
M000000083,1280000,04-07-2022 21:29,08-07-2022 11:35,240,,Completed,103781," , Quận 4 , Hồ Chí Minh",RS_HN_S_Gấu Mèo Shop,240-NEXT-NH S
M000000083,1280000,04-07-2022 21:29,08-07-2022 11:35,240,,Completed,103781," , Quận 4 , Hồ Chí Minh",RS_HN_S_Gấu Mèo Shop,240-NEXT-NH S
M000000084,800000,05-07-2022 10:53,07-07-2022 13:17,130,,Completed,103781," , Quận Gò Vấp , Hồ Chí Minh",RS_HN_S_Gấu Mèo Shop,130-NEXT-NTA
M000000084,800000,05-07-2022 10:53,07-07-2022 13:17,130,,Completed,103781," , Quận Gò Vấp , Hồ Chí Minh",RS_HN_S_Gấu Mèo Shop,130-NEXT-NTA
D000000375,1200000,05-07-2022 14:28,09-07-2022 10:20,147,,Completed,295," , Quận 7 , Hồ Chí Minh",DRS_HN_S_dogohuydai,147-NEXT-HH D
D000000375,1200000,05-07-2022 14:28,09-07-2022 10:20,147,,Completed,295," , Quận 7 , Hồ Chí Minh",DRS_HN_S_dogohuydai,147-NEXT-HH D
U000000924,2400000,05-07-2022 13:58,08-07-2022 14:35,130,,Completed,216," , Quận Gò Vấp , Hồ Chí Minh",DRS_HN_S_An Phú Sen,130-NEXT-NV N
U000000924,2400000,05-07-2022 13:58,08-07-2022 14:35,130,,Completed,216," , Quận Gò Vấp , Hồ Chí Minh",DRS_HN_S_An Phú Sen,130-NEXT-NV N
N0SON50764,2809000,06-07-2022 15:30,09-07-2022 15:55,236,,Completed,103611," , Quận Phú Nhuận , Hồ Chí Minh",DRS_HN_S KATANA,236-BULK-TDA
N0SON50764,2809000,06-07-2022 15:30,09-07-2022 15:55,236,,Completed,103611," , Quận Phú Nhuận , Hồ Chí Minh",DRS_HN_S KATANA,236-BULK-TDA
N0SON50609,891000,02-07-2022 10:03,05-07-2022 09:41,103336,,Completed,103611," , Quận Tân Phú , Hồ Chí Minh",DRS_HN_S KATANA,103336-NEXT-P
N0SON50609,891000,02-07-2022 10:03,05-07-2022 09:41,103336,,Completed,103611," , Quận Tân Phú , Hồ Chí Minh",DRS_HN_S KATANA,103336-NEXT-P
N0SON50609,891000,02-07-2022 10:03,05-07-2022 09:41,103336,,Completed,103611," , Quận Tân Phú , Hồ Chí Minh",DRS_HN_S KATANA,103336-NEXT-P
S000000312,2400000,04-07-2022 11:51,08-07-2022 16:05,120,,Completed,103806," , Quận 9 , Hồ Chí Minh",(Goods for our pets),120-NEXT-LQ V
S000000312,2400000,04-07-2022 11:51,08-07-2022 16:05,120,,Completed,103806," , Quận 9 , Hồ Chí Minh",(Goods for our pets),120-NEXT-LQ V
S000000308,1339000,01-07-2022 17:23,04-07-2022 11:36,236,,Completed,103806," , Quận Phú Nhuận , Hồ Chí Minh",(Goods for our pets),236-NEXT-VNH
S000000308,1339000,01-07-2022 17:23,04-07-2022 11:36,236,,Completed,103806," , Quận Phú Nhuận , Hồ Chí Minh",(Goods for our pets),236-NEXT-VNH
G000000335,4730000,05-07-2022 08:37,07-07-2022 13:10,130,,Completed,1214," , Quận Gò Vấp , Hồ Chí Minh",S_HN_S Dung Chi Shop,130-NEXT-NTA
G000000335,4730000,05-07-2022 08:37,07-07-2022 13:10,130,,Completed,1214," , Quận Gò Vấp , Hồ Chí Minh",S_HN_S Dung Chi Shop,130-NEXT-NTA
L000000334,14400000,06-07-2022 10:56,09-07-2022 10:25,209,,Completed,1230," , Huyện Hóc Môn , Hồ Chí Minh",_S ĐỒ CÂU KHÁNH LONG,209-BULK-LM T
L000000334,14400000,06-07-2022 10:56,09-07-2022 10:25,209,,Completed,1230," , Huyện Hóc Môn , Hồ Chí Minh",_S ĐỒ CÂU KHÁNH LONG,209-BULK-LM T
L000000319,2785000,02-07-2022 16:04,05-07-2022 11:03,1233,,Completed,1230," , Quận Gò Vấp , Hồ Chí Minh",_S ĐỒ CÂU KHÁNH LONG,1233-NEXT-CDH
L000000319,2785000,02-07-2022 16:04,05-07-2022 11:03,1233,,Completed,1230," , Quận Gò Vấp , Hồ Chí Minh",_S ĐỒ CÂU KHÁNH LONG,1233-NEXT-CDH
L000000316,880000,01-07-2022 11:32,04-07-2022 12:14,205,,Completed,1230," , Quận Bình Tân , Hồ Chí Minh",_S ĐỒ CÂU KHÁNH LONG,205-NEXT-Q Tr
L000000316,880000,01-07-2022 11:32,04-07-2022 12:14,205,,Completed,1230," , Quận Bình Tân , Hồ Chí Minh",_S ĐỒ CÂU KHÁNH LONG,205-NEXT-Q Tr
RHUE000092,1100000,05-07-2022 10:37,09-07-2022 11:17,1239,,Completed,125,,g Kagroo TT Nội thất,1239-NEXT-PT
RHUE000092,1100000,05-07-2022 10:37,09-07-2022 11:17,1239,,Completed,125,,g Kagroo TT Nội thất,1239-NEXT-PT
RHUE000092,1100000,05-07-2022 10:37,09-07-2022 11:17,1239,,Completed,125,,g Kagroo TT Nội thất,1239-NEXT-PT
E000020714,1016000,02-07-2022 16:01,04-07-2022 15:11,147,,Completed,855,,DRS_HN_M-Gió Decor,147-NEXT-VT H
E000020714,1016000,02-07-2022 16:01,04-07-2022 15:11,147,,Completed,855,,DRS_HN_M-Gió Decor,147-NEXT-VT H
E000010705,790000,01-07-2022 17:03,06-07-2022 15:51,74,,Completed,855,,DRS_HN_M-Gió Decor,74-NEXT-NM Hien(1)
E000010705,790000,01-07-2022 17:03,06-07-2022 15:51,74,,Completed,855,,DRS_HN_M-Gió Decor,74-NEXT-NM Hien(1)
019O113651,800000,03-07-2022 23:13,08-07-2022 18:14,103614," , Xã Thạch Đà , Huyện Mê Linh , Hà Nội",Completed,1214," , Xã Xuân Thới Đông , Huyện Hóc Môn , Hồ Chí Minh",DRS_HN_M_Túi Xách LM,103614-BULK-V
019O113651,800000,03-07-2022 23:13,08-07-2022 18:14,103614," , Xã Thạch Đà , Huyện Mê Linh , Hà Nội",Completed,1214," , Xã Xuân Thới Đông , Huyện Hóc Môn , Hồ Chí Minh",DRS_HN_M_Túi Xách LM,103614-BULK-V
C00T040709,1050000,04-07-2022 16:15,06-07-2022 15:45,201,"Số 4, ngõ 3, đường cầu cả",Completed,967,,S_HN_M_TRÀ TÂN CƯƠNG,201-NEXT-LT N
C00T040709,1050000,04-07-2022 16:15,06-07-2022 15:45,201,"Số 4, ngõ 3, đường cầu cả",Completed,967,,S_HN_M_TRÀ TÂN CƯƠNG,201-NEXT-LT N
SHH0972042,1055000,09-07-2022 10:01,10-07-2022 10:29,74,"số 143, đường n3",Completed,12," , HỒ CHÍ MINH",HN_M_Thành Công Ship,74-NEXT-PH Ph
SHH0972042,1055000,09-07-2022 10:01,10-07-2022 10:29,74,"số 143, đường n3",Completed,12," , HỒ CHÍ MINH",HN_M_Thành Công Ship,74-NEXT-PH Ph
SHH0272007,1054000,02-07-2022 16:34,04-07-2022 11:43,74,"số 143, đường n3",Completed,12," , HỒ CHÍ MINH",HN_M_Thành Công Ship,74-NEXT-PH Ph
SHH0272007,1054000,02-07-2022 16:34,04-07-2022 11:43,74,"số 143, đường n3",Completed,12," , HỒ CHÍ MINH",HN_M_Thành Công Ship,74-NEXT-PH Ph
SHH0672003,935000,06-07-2022 11:23,07-07-2022 10:35,103658,"số 143, đường n3",Completed,12," , HỒ CHÍ MINH",HN_M_Thành Công Ship,103658-NEXT-P
SHH0672003,935000,06-07-2022 11:23,07-07-2022 10:35,103658,"số 143, đường n3",Completed,12," , HỒ CHÍ MINH",HN_M_Thành Công Ship,103658-NEXT-P
A000001219,3600000,03-07-2022 11:42,06-07-2022 18:35,112,"Thường Tín, Hanoi, Vietnam Trần phú xã minh cường- huyện thường tín- hà nội VN",Completed,831,,S_HN_M_Shop Tuấn Anh,112-NEXT-NT T
A000001219,3600000,03-07-2022 11:42,06-07-2022 18:35,112,"Thường Tín, Hanoi, Vietnam Trần phú xã minh cường- huyện thường tín- hà nội VN",Completed,831,,S_HN_M_Shop Tuấn Anh,112-NEXT-NT T
-972742587,800000,01-07-2022 14:31,04-07-2022 09:49,103336,,Completed,103782,,op Tổng Kho Miền Bắc,103336-NEXT-P
-972742587,800000,01-07-2022 14:31,04-07-2022 09:49,103336,,Completed,103782,,op Tổng Kho Miền Bắc,103336-NEXT-P
I000025361,1831500,05-07-2022 09:22,08-07-2022 11:46,125,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,125-NEXT-LX T
I000025361,1831500,05-07-2022 09:22,08-07-2022 11:46,125,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,125-NEXT-LX T
I000025246,1320000,04-07-2022 09:40,07-07-2022 17:59,240,"Ngõ 638 ngô gia tự, đức giang. long biên, hà nội",Completed,15,,S_HN_M_Shop Thu Hoài,240-NEXT-NM T
I000025246,1320000,04-07-2022 09:40,07-07-2022 17:59,240,"Ngõ 638 ngô gia tự, đức giang. long biên, hà nội",Completed,15,,S_HN_M_Shop Thu Hoài,240-NEXT-NM T
I000025549,1230000,07-07-2022 09:08,10-07-2022 12:46,103440,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,103440-NEXT-N
I000025549,1230000,07-07-2022 09:08,10-07-2022 12:46,103440,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,103440-NEXT-N
I000025284,1210000,04-07-2022 11:46,07-07-2022 09:33,112,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,112-NEXT-TN B
I000025284,1210000,04-07-2022 11:46,07-07-2022 09:33,112,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,112-NEXT-TN B
I000025340,1180000,04-07-2022 16:19,08-07-2022 15:59,103440,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,103440-BULK-H
I000025341,1180000,04-07-2022 16:19,08-07-2022 15:59,103440,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,103440-BULK-H
I000025340,1180000,04-07-2022 16:19,08-07-2022 15:59,103440,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,103440-BULK-H
I000025341,1180000,04-07-2022 16:19,08-07-2022 15:59,103440,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,103440-BULK-H
I000025517,1100000,06-07-2022 13:49,09-07-2022 15:31,1236,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,1236-NEXT-VHN
I000025517,1100000,06-07-2022 13:49,09-07-2022 15:31,1236,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,1236-NEXT-VHN
I000025293,1100000,04-07-2022 13:31,06-07-2022 17:16,103440,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,103440-NEXT-N
I000025293,1100000,04-07-2022 13:31,06-07-2022 17:16,103440,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,103440-NEXT-N
I000025438,1060000,06-07-2022 09:19,09-07-2022 16:27,199,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,199-NEXT-DK L
I000025438,1060000,06-07-2022 09:19,09-07-2022 16:27,199,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,199-NEXT-DK L
I000025435,1030000,05-07-2022 16:29,08-07-2022 13:56,120,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,120-BULK-NH T
I000025434,1030000,05-07-2022 16:29,08-07-2022 13:56,120,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,120-BULK-NH T
I000025434,1030000,05-07-2022 16:29,08-07-2022 13:56,120,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,120-BULK-NH T
I000025435,1030000,05-07-2022 16:29,08-07-2022 13:56,120,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,120-BULK-NH T
I000025548,990000,07-07-2022 09:08,10-07-2022 12:45,103440,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,103440-NEXT-N
I000025548,990000,07-07-2022 09:08,10-07-2022 12:45,103440,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,103440-NEXT-N
I000025518,990000,06-07-2022 13:49,09-07-2022 15:31,1236,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,1236-NEXT-VHN
I000025519,990000,06-07-2022 13:49,09-07-2022 15:31,1236,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,1236-NEXT-VHN
I000025520,990000,06-07-2022 13:49,08-07-2022 15:06,1236,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,1236-NEXT-VHN
I000025518,990000,06-07-2022 13:49,09-07-2022 15:31,1236,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,1236-NEXT-VHN
I000025520,990000,06-07-2022 13:49,08-07-2022 15:06,1236,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,1236-NEXT-VHN
I000025519,990000,06-07-2022 13:49,09-07-2022 15:31,1236,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,1236-NEXT-VHN
I000025363,990000,05-07-2022 09:22,08-07-2022 11:45,125,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,125-NEXT-LX T
I000025362,990000,05-07-2022 09:22,08-07-2022 11:45,125,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,125-NEXT-LX T
I000025363,990000,05-07-2022 09:22,08-07-2022 11:45,125,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,125-NEXT-LX T
I000025362,990000,05-07-2022 09:22,08-07-2022 11:45,125,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,125-NEXT-LX T
I000025285,990000,04-07-2022 11:46,07-07-2022 09:34,112,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,112-NEXT-TN B
I000025285,990000,04-07-2022 11:46,07-07-2022 09:34,112,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,112-NEXT-TN B
I000025540,931666.67,07-07-2022 08:21,10-07-2022 14:02,130,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,130-NEXT-CB T
I000025540,931666.67,07-07-2022 08:21,10-07-2022 14:02,130,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,130-NEXT-CB T
I000025541,931666.67,07-07-2022 08:21,10-07-2022 14:02,130,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,130-NEXT-CB T
I000025539,931666.67,07-07-2022 08:21,10-07-2022 14:04,130,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,130-NEXT-CB T
I000025539,931666.67,07-07-2022 08:21,10-07-2022 14:04,130,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,130-NEXT-CB T
I000025541,931666.67,07-07-2022 08:21,10-07-2022 14:02,130,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,130-NEXT-CB T
I000025286,930000,04-07-2022 11:53,08-07-2022 13:54,120,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,120-BULK-NH T
I000025288,930000,04-07-2022 11:53,09-07-2022 16:00,120,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,120-NEXT-TT C
I000025287,930000,04-07-2022 11:53,08-07-2022 13:55,120,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,120-BULK-NH T
I000025288,930000,04-07-2022 11:53,09-07-2022 16:00,120,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,120-NEXT-TT C
I000025287,930000,04-07-2022 11:53,08-07-2022 13:55,120,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,120-BULK-NH T
I000025286,930000,04-07-2022 11:53,08-07-2022 13:54,120,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,120-BULK-NH T
I000025521,910000,06-07-2022 13:53,10-07-2022 17:20,74,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,74-NEXT-LQ Kh
I000025521,910000,06-07-2022 13:53,10-07-2022 17:20,74,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,74-NEXT-LQ Kh
I000025302,895000,04-07-2022 13:54,07-07-2022 11:58,199,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,199-NEXT-NP Q
I000025301,895000,04-07-2022 13:54,08-07-2022 16:12,199,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,199-NEXT-NP Q
I000025302,895000,04-07-2022 13:54,07-07-2022 11:58,199,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,199-NEXT-NP Q
I000025300,895000,04-07-2022 13:54,08-07-2022 16:20,199,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,199-NEXT-NP Q
I000025303,895000,04-07-2022 13:54,07-07-2022 11:58,199,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,199-NEXT-NP Q
I000025303,895000,04-07-2022 13:54,07-07-2022 11:58,199,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,199-NEXT-NP Q
I000025300,895000,04-07-2022 13:54,08-07-2022 16:20,199,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,199-NEXT-NP Q
I000025301,895000,04-07-2022 13:54,08-07-2022 16:12,199,"638 Ngô Gia Tự, Long Biên, Hà Nội",Completed,15,,S_HN_M_Shop Thu Hoài,199-NEXT-NP Q
KESON41865,1435000,04-07-2022 09:21,09-07-2022 10:42,104533,,Completed,15,,DRS_HN_M_Shop Giày Q,104533-NEXT-T
KESON41865,1435000,04-07-2022 09:21,09-07-2022 10:42,104533,,Completed,15,,DRS_HN_M_Shop Giày Q,104533-NEXT-T
KESON42309,870000,07-07-2022 08:58,10-07-2022 12:20,130,,Completed,15,,DRS_HN_M_Shop Giày Q,130-NEXT-CT D
KESON42309,870000,07-07-2022 08:58,10-07-2022 12:20,130,,Completed,15,,DRS_HN_M_Shop Giày Q,130-NEXT-CT D
KESON41830,845000,04-07-2022 09:21,07-07-2022 10:44,1236,,Completed,15,,DRS_HN_M_Shop Giày Q,1236-NEXT-TN
KESON41830,845000,04-07-2022 09:21,07-07-2022 10:44,1236,,Completed,15,,DRS_HN_M_Shop Giày Q,1236-NEXT-TN
B000005132,3580000,04-07-2022 15:16,09-07-2022 11:06,205,,Completed,295,,DRS_HN_M_Nhàn Béoo,205-NEXT-NV T
B000005132,3580000,04-07-2022 15:16,09-07-2022 11:06,205,,Completed,295,,DRS_HN_M_Nhàn Béoo,205-NEXT-NV T
B000005135,1510000,05-07-2022 09:07,10-07-2022 10:38,1233,,Completed,295,,DRS_HN_M_Nhàn Béoo,1233-NEXT-TQ
B000005135,1510000,05-07-2022 09:07,10-07-2022 10:38,1233,,Completed,295,,DRS_HN_M_Nhàn Béoo,1233-NEXT-TQ
B000005067,1300000,04-07-2022 14:50,08-07-2022 08:48,201,,Completed,295,,DRS_HN_M_Nhàn Béoo,201-NEXT-NH D
B000005067,1300000,04-07-2022 14:50,08-07-2022 08:48,201,,Completed,295,,DRS_HN_M_Nhàn Béoo,201-NEXT-NH D
N000012352,2280000,07-07-2022 15:17,10-07-2022 11:49,209,trần phú - minh cường - thường tín- hà nội,Completed,831,,DRS_HN_M_NGUYENYEN,209-NEXT-HM N
N000012352,2280000,07-07-2022 15:17,10-07-2022 11:49,209,trần phú - minh cường - thường tín- hà nội,Completed,831,,DRS_HN_M_NGUYENYEN,209-NEXT-HM N
K000000113,1300000,04-07-2022 10:11,09-07-2022 16:35,104533,,Completed,847,,im Anh Shop Phụ Kiện,104533-NEXT-T
K000000113,1300000,04-07-2022 10:11,09-07-2022 16:35,104533,,Completed,847,,im Anh Shop Phụ Kiện,104533-NEXT-T
N000009429,2400000,04-07-2022 15:35,07-07-2022 13:21,823,"179 vĩnh hưng, vĩnh tuy",Completed,222,,RS_HN_M_Hoa Sáp Uyên,823-NEXT-NT C
N000009429,2400000,04-07-2022 15:35,07-07-2022 13:21,823,"179 vĩnh hưng, vĩnh tuy",Completed,222,,RS_HN_M_Hoa Sáp Uyên,823-NEXT-NT C
N000009428,2400000,04-07-2022 15:34,07-07-2022 13:21,823,"179 vĩnh hưng, vĩnh tuy",Completed,15,,RS_HN_M_Hoa Sáp Uyên,823-NEXT-NT C
N000009428,2400000,04-07-2022 15:34,07-07-2022 13:21,823,"179 vĩnh hưng, vĩnh tuy",Completed,15,,RS_HN_M_Hoa Sáp Uyên,823-NEXT-NT C
N000009463,2200000,05-07-2022 12:21,09-07-2022 12:43,103391,"179 vĩnh hưng, vĩnh tuy",Completed,222,,RS_HN_M_Hoa Sáp Uyên,103391-NEXT-T
N000009463,2200000,05-07-2022 12:21,09-07-2022 12:43,103391,"179 vĩnh hưng, vĩnh tuy",Completed,222,,RS_HN_M_Hoa Sáp Uyên,103391-NEXT-T
N0M0607T06,1000000,06-07-2022 16:34,10-07-2022 13:49,1239,,Completed,967,,RS_HN_M_DƯỢC PHẨM HN,1239-NEXT-PDH
N0M0607T06,1000000,06-07-2022 16:34,10-07-2022 13:49,1239,,Completed,967,,RS_HN_M_DƯỢC PHẨM HN,1239-NEXT-PDH
C000399711,1275000,05-07-2022 13:37,09-07-2022 16:46,147,,Completed,222,,RS_HN_M_Cửa Hàng TCS,147-AGAR-HK C
C000399711,1275000,05-07-2022 13:37,09-07-2022 16:46,147,,Completed,222,,RS_HN_M_Cửa Hàng TCS,147-AGAR-HK C
C000399423,860000,05-07-2022 09:06,08-07-2022 16:34,823,,Completed,222,,RS_HN_M_Cửa Hàng TCS,823-NEXT-DN T
C000399423,860000,05-07-2022 09:06,08-07-2022 16:34,823,,Completed,222,,RS_HN_M_Cửa Hàng TCS,823-NEXT-DN T
I00A144823,1189000,04-07-2022 09:30,07-07-2022 15:57,1239,,Completed,295,,S_HN_M_ NHẬT HÀ KIDS,1239-NEXT-PDH
I00A144823,1189000,04-07-2022 09:30,07-07-2022 15:57,1239,,Completed,295,,S_HN_M_ NHẬT HÀ KIDS,1239-NEXT-PDH
C000000572,1423000,04-07-2022 10:54,06-07-2022 15:22,103438,,Completed,216,,Tiệm Bánh LeeA. Cake,103438-NEXT-N
C000000572,1423000,04-07-2022 10:54,06-07-2022 15:22,103438,,Completed,216,,Tiệm Bánh LeeA. Cake,103438-NEXT-N
C000000571,815000,04-07-2022 10:54,08-07-2022 14:14,236,,Completed,216,,Tiệm Bánh LeeA. Cake,236-NEXT-TC T
C000000571,815000,04-07-2022 10:54,08-07-2022 14:14,236,,Completed,216,,Tiệm Bánh LeeA. Cake,236-NEXT-TC T
C000000571,815000,04-07-2022 10:54,08-07-2022 14:14,236,,Completed,216,,Tiệm Bánh LeeA. Cake,236-NEXT-TC T
U070722019,984000,07-07-2022 10:20,09-07-2022 16:16,125,,Completed,295,,DRS_HN_M Duyên Vũ,125-NEXT-HQ P
U070722019,984000,07-07-2022 10:20,09-07-2022 16:16,125,,Completed,295,,DRS_HN_M Duyên Vũ,125-NEXT-HQ P
AKIMSA2933,3555000,04-07-2022 13:33,05-07-2022 11:18,103322,,Completed,120," , Quận Bình Tân , Hồ Chí Minh",DRS_HCM_S_Yến Na,103322-NEXT-K
AKIMSA2933,3555000,04-07-2022 13:33,05-07-2022 11:18,103322,,Completed,120," , Quận Bình Tân , Hồ Chí Minh",DRS_HCM_S_Yến Na,103322-NEXT-K
A937234914,3355000,04-07-2022 13:40,06-07-2022 08:08,1233,,Completed,120," , Quận Gò Vấp , Hồ Chí Minh",DRS_HCM_S_Yến Na,1233-NEXT-TT
A937234914,3355000,04-07-2022 13:40,06-07-2022 08:08,1233,,Completed,120," , Quận Gò Vấp , Hồ Chí Minh",DRS_HCM_S_Yến Na,1233-NEXT-TT
A937234914,3355000,04-07-2022 13:40,06-07-2022 08:08,1233,,Completed,120," , Quận Gò Vấp , Hồ Chí Minh",DRS_HCM_S_Yến Na,1233-NEXT-TT
1097668220,1880000,05-07-2022 13:54,06-07-2022 11:19,103336," , Phường Cô Giang , Quận 1 , Hồ Chí Minh",Completed,103440," , Phường Tân Quý , Quận Tân Phú , Hồ Chí Minh",DRS_HCM_S_THE ORBIT,103336-NEXT-V
